,일시,SPI1,SPI2,SPI3,SPI4,SPI5,SPI6,주암댐저수율(%),강우량(mm),동북댐저수율(%)
32,2022-11-02,-0.16,-0.44,-1.44,-1.49,-1.43,-1.81,32.6,0.0,
33,2022-11-03,-0.01,-0.36,-1.44,-1.44,-1.41,-1.81,32.6,0.0,
34,2022-11-04,0.01,-0.32,-1.51,-1.42,-1.38,-1.8,32.5,0.0,
35,2022-11-05,-1.5,-0.32,-1.4,-1.42,-1.38,-1.79,32.4,0.0,
36,2022-11-06,-1.66,-0.99,-1.41,-1.42,-1.48,-1.79,32.4,0.0,
37,2022-11-07,-1.65,-1.62,-1.4,-1.39,-1.46,-1.78,32.3,0.0,
38,2022-11-08,-1.69,-1.66,-1.32,-1.39,-1.49,-1.75,32.2,0.0,32.5
39,2022-11-09,-1.72,-1.67,-1.2,-1.42,-1.49,-1.77,32.1,0.0,
40,2022-11-10,-2.17,-1.65,-1.16,-1.4,-1.49,-1.78,32.1,0.0,
41,2022-11-11,-3.36,-1.6,-1.04,-1.39,-1.47,-1.77,32.0,0.0,32.3
42,2022-11-12,-3.35,-1.44,-1.08,-1.42,-1.48,-1.75,31.9,5.2,
43,2022-11-13,-0.74,-1.01,-0.94,-1.21,-1.38,-1.65,31.9,12.8,
44,2022-11-15,-0.23,-0.73,-0.8,-1.17,-1.35,-1.58,31.8,0.0,
45,2022-11-16,-0.22,-0.68,-0.79,-1.13,-1.36,-1.58,31.7,0.1,
46,2022-11-17,-0.28,-0.67,-0.87,-1.08,-1.36,-1.58,31.6,0.0,
47,2022-11-18,-0.31,-0.61,-0.84,-1.03,-1.37,-1.58,31.5,0.0,
48,2022-11-19,-0.35,-0.61,-0.85,-1.36,-1.37,-1.59,31.5,0.0,
49,2022-11-20,-0.41,-0.67,-0.83,-1.35,-1.37,-1.58,31.4,0.3,
50,2022-11-21,-0.41,-0.64,-1.01,-1.34,-1.45,-1.56,31.3,0.1,
51,2022-11-22,-0.4,-0.63,-0.89,-1.33,-1.43,-1.56,31.3,3.7,
52,2022-11-23,-0.33,-0.59,-0.85,-1.3,-1.42,-1.56,31.2,1.8,
53,2022-11-24,-0.34,-0.58,-1.06,-1.42,-1.56,-1.56,31.1,0.1,31.08
54,2022-11-25,-0.36,-0.57,-1.06,-1.48,-1.67,-1.57,31.0,0.0,
55,2022-11-26,-0.35,-0.6,-0.98,-1.47,-1.63,-1.57,30.9,0.0,
56,2022-11-27,-0.31,-0.6,-0.93,-1.41,-1.63,-1.58,30.8,0.0,
57,2022-11-28,-0.32,-0.62,-0.85,-1.41,-1.63,-1.57,30.8,12.1,30.76
58,2022-11-29,-0.11,-0.53,-0.78,-1.37,-1.57,-1.53,30.8,8.1,
59,2022-11-30,0.07,-0.38,-0.7,-1.36,-1.55,-1.51,30.9,0.0,30.43
60,2022-12-01,0.12,-0.35,-0.62,-1.5,-1.54,-1.5,30.9,0.0,30.27
61,2022-12-02,0.14,-0.27,-0.58,-1.45,-1.51,-1.47,31.0,0.0,30.13
62,2022-12-03,0.12,-0.14,-0.48,-1.44,-1.46,-1.44,30.9,0.0,
63,2022-12-04,0.09,-0.14,-0.45,-1.52,-1.45,-1.42,30.9,0.0,
64,2022-12-05,0.02,-0.98,-0.49,-1.46,-1.46,-1.43,30.8,0.0,29.58
65,2022-12-06,0.01,-0.99,-1.1,-1.47,-1.46,-1.53,30.7,0.0,29.42
66,2022-12-07,0.01,-0.95,-1.58,-1.47,-1.44,-1.51,30.6,0.0,29.21
67,2022-12-08,0.05,-0.9,-1.57,-1.4,-1.42,-1.52,30.5,0.0,29.04
68,2022-12-09,0.09,-0.92,-1.59,-1.26,-1.45,-1.51,30.5,0.0,28.87
69,2022-12-10,0.09,-1.0,-1.54,-1.22,-1.42,-1.51,30.4,0.0,
70,2022-12-11,0.12,-1.08,-1.52,-1.17,-1.4,-1.49,30.3,0.0,
71,2022-12-12,0.15,-1.03,-1.35,-1.21,-1.43,-1.49,30.2,0.0,28.43
72,2022-12-13,-0.62,-0.94,-1.31,-1.16,-1.34,-1.49,30.1,0.0,28.26
73,2022-12-14,-1.13,-0.94,-1.28,-1.13,-1.33,-1.48,30.0,0.5,28.1
74,2022-12-15,-1.09,-0.87,-1.19,-1.08,-1.34,-1.48,30.0,0.2,27.96
75,2022-12-16,-0.97,-0.83,-1.14,-1.07,-1.3,-1.49,29.8,0.0,27.79
76,2022-12-17,-0.97,-0.82,-1.1,-1.16,-1.25,-1.49,29.8,0.4,
77,2022-12-18,-0.78,-0.76,-1.01,-1.1,-1.18,-1.49,29.7,5.1,
78,2022-12-19,-0.51,-0.62,-0.91,-1.06,-1.47,-1.44,29.6,0.2,27.32
79,2022-12-20,-0.47,-0.65,-0.92,-1.03,-1.47,-1.44,29.5,0.1,27.18
80,2022-12-21,-0.43,-0.67,-0.9,-1.22,-1.46,-1.53,29.5,4.4,27.08
81,2022-12-22,-0.29,-0.55,-0.82,-1.07,-1.42,-1.49,29.4,3.2,26.95
82,2022-12-23,-0.22,-0.49,-0.75,-1.0,-1.38,-1.48,29.3,3.5,
83,2022-12-24,0.26,-0.15,-0.48,-1.08,-1.4,-1.55,29.3,0.1,
84,2022-12-25,0.32,-0.17,-0.44,-1.07,-1.46,-1.65,29.2,0.3,
85,2022-12-26,0.35,-0.16,-0.44,-0.96,-1.45,-1.61,29.1,0.3,26.57
86,2022-12-27,0.37,-0.14,-0.44,-0.9,-1.38,-1.6,29.0,0.2,26.4
87,2022-12-28,0.43,-0.13,-0.42,-0.8,-1.36,-1.6,28.9,0.1,26.27
88,2022-12-29,0.28,-0.1,-0.42,-0.77,-1.36,-1.55,28.8,0.0,26.1
89,2022-12-30,0.0,-0.08,-0.41,-0.73,-1.37,-1.56,28.8,0.1,25.93
90,2022-12-31,0.06,-0.09,-0.38,-0.67,-1.34,-1.54,28.7,0.0,
91,2023-01-01,0.02,-0.07,-0.4,-0.67,-1.51,-1.55,28.6,0.0,
92,2023-01-02,0.0,0.0,0.0,0.0,0.0,0.0,28.5,0.0,25.46
93,2023-01-03,0.1,-0.03,-0.21,-0.53,-1.45,-1.47,28.5,0.0,25.29
94,2023-01-04,0.12,-0.04,-0.2,-0.49,-1.52,-1.46,28.4,0.0,25.12
95,2023-01-05,0.25,-0.06,-0.91,-0.5,-1.46,-1.45,28.4,0.0,24.95
96,2023-01-06,0.25,-0.06,-0.9,-1.07,-1.47,-1.46,28.3,2.2,24.78
97,2023-01-07,0.4,0.02,-0.83,-1.48,-1.44,-1.42,28.3,0.0,
98,2023-01-08,0.33,0.01,-0.89,-1.51,-1.41,-1.41,28.2,0.0,
99,2023-01-09,0.34,0.08,-0.88,-1.49,-1.27,-1.43,28.2,0.0,24.34
100,2023-01-10,0.38,0.1,-0.96,-1.42,-1.22,-1.4,28.1,0.0,24.2
101,2023-01-11,0.41,0.15,-1.04,-1.41,-1.16,-1.39,28.1,0.0,24.07
102,2023-01-12,0.38,0.16,-1.03,-1.28,-1.21,-1.42,28.0,2.8,23.93
103,2023-01-13,0.37,-0.48,-0.97,-1.24,-1.16,-1.33,28.5,49.5,23.8
104,2023-01-14,1.13,0.01,-0.31,-0.85,-0.96,-1.18,28.9,0.0,
105,2023-01-15,1.21,0.01,-0.29,-0.79,-0.93,-1.21,29.1,0.1,
106,2023-01-16,1.2,0.01,-0.29,-0.74,-0.92,-1.19,29.3,0.0,25.83
107,2023-01-17,1.16,0.02,-0.29,-0.7,-1.01,-1.14,29.3,0.0,
108,2023-01-18,,,,,,,29.4,0.0,25.9
109,2022-11-14,,,,,,,31.8,0.0,
110,,,,,,,,,,
111,,,,,,,,,,
112,,,,,,,,,,
113,,,,,,,,,,
114,,,,,,,,,,
115,,,,,,,,,,
116,,,,,,,,,,
117,,,,,,,,,,
118,,,,,,,,,,
119,,,,,,,,,,
120,,,,,,,,,,
121,,,,,,,,,,
122,,,,,,,,,,
123,,,,,,,,,,
124,,,,,,,,,,
125,,,,,,,,,,
126,,,,,,,,,,
127,,,,,,,,,,
128,,,,,,,,,,
129,,,,,,,,,,
130,,,,,,,,,,
131,,,,,,,,,,
132,,,,,,,,,,
133,,,,,,,,,,
134,,,,,,,,,,
135,,,,,,,,,,
136,,,,,,,,,,
137,,,,,,,,,,
138,,,,,,,,,,
139,,,,,,,,,,
140,,,,,,,,,,
141,,,,,,,,,,
142,,,,,,,,,,
143,,,,,,,,,,
144,,,,,,,,,,
145,,,,,,,,,,
146,,,,,,,,,,
147,,,,,,,,,,
148,,,,,,,,,,
149,,,,,,,,,,
150,,,,,,,,,,
151,,,,,,,,,,
152,,,,,,,,,,
153,,,,,,,,,,
154,,,,,,,,,,
155,,,,,,,,,,
156,,,,,,,,,,
157,,,,,,,,,,
158,,,,,,,,,,
159,,,,,,,,,,
160,,,,,,,,,,
161,,,,,,,,,,
162,,,,,,,,,,
163,,,,,,,,,,
164,,,,,,,,,,
165,,,,,,,,,,
166,,,,,,,,,,
167,,,,,,,,,,
168,,,,,,,,,,
169,,,,,,,,,,
170,,,,,,,,,,
171,,,,,,,,,,
172,,,,,,,,,,
173,,,,,,,,,,
174,,,,,,,,,,
175,,,,,,,,,,
176,,,,,,,,,,
177,,,,,,,,,,
178,,,,,,,,,,
179,,,,,,,,,,
180,,,,,,,,,,
181,,,,,,,,,,
182,,,,,,,,,,
183,,,,,,,,,,
184,,,,,,,,,,
185,,,,,,,,,,
186,,,,,,,,,,
187,,,,,,,,,,
188,,,,,,,,,,
189,,,,,,,,,,
190,,,,,,,,,,
191,,,,,,,,,,
192,,,,,,,,,,
193,,,,,,,,,,
194,,,,,,,,,,
195,,,,,,,,,,
196,,,,,,,,,,
197,,,,,,,,,,
198,,,,,,,,,,
199,,,,,,,,,,
200,,,,,,,,,,
201,,,,,,,,,,
202,,,,,,,,,,
203,,,,,,,,,,
204,,,,,,,,,,
205,,,,,,,,,,
206,,,,,,,,,,
207,,,,,,,,,,
208,,,,,,,,,,
209,,,,,,,,,,
210,,,,,,,,,,
211,,,,,,,,,,
212,,,,,,,,,,
213,,,,,,,,,,
214,,,,,,,,,,
215,,,,,,,,,,
216,,,,,,,,,,
217,,,,,,,,,,
218,,,,,,,,,,
219,,,,,,,,,,
220,,,,,,,,,,
221,,,,,,,,,,
222,,,,,,,,,,
223,,,,,,,,,,
224,,,,,,,,,,
225,,,,,,,,,,
226,,,,,,,,,,
227,,,,,,,,,,
228,,,,,,,,,,
229,,,,,,,,,,
230,,,,,,,,,,
231,,,,,,,,,,
232,,,,,,,,,,
233,,,,,,,,,,
234,,,,,,,,,,
235,,,,,,,,,,
236,,,,,,,,,,
237,,,,,,,,,,
238,,,,,,,,,,
239,,,,,,,,,,
240,,,,,,,,,,
241,,,,,,,,,,
242,,,,,,,,,,
243,,,,,,,,,,
244,,,,,,,,,,
245,,,,,,,,,,
246,,,,,,,,,,
247,,,,,,,,,,
248,,,,,,,,,,
249,,,,,,,,,,
250,,,,,,,,,,
251,,,,,,,,,,
252,,,,,,,,,,
253,,,,,,,,,,
254,,,,,,,,,,
255,,,,,,,,,,
256,,,,,,,,,,
257,,,,,,,,,,
258,,,,,,,,,,
259,,,,,,,,,,
260,,,,,,,,,,
261,,,,,,,,,,
262,,,,,,,,,,
263,,,,,,,,,,
264,,,,,,,,,,
265,,,,,,,,,,
266,,,,,,,,,,
267,,,,,,,,,,
268,,,,,,,,,,
269,,,,,,,,,,
270,,,,,,,,,,
271,,,,,,,,,,
272,,,,,,,,,,
273,,,,,,,,,,
274,,,,,,,,,,
275,,,,,,,,,,
276,,,,,,,,,,
277,,,,,,,,,,
278,,,,,,,,,,
279,,,,,,,,,,
280,,,,,,,,,,
281,,,,,,,,,,
282,,,,,,,,,,
283,,,,,,,,,,
284,,,,,,,,,,
285,,,,,,,,,,
286,,,,,,,,,,
287,,,,,,,,,,
288,,,,,,,,,,
289,,,,,,,,,,
290,,,,,,,,,,
291,,,,,,,,,,
292,,,,,,,,,,
293,,,,,,,,,,
294,,,,,,,,,,
295,,,,,,,,,,
296,,,,,,,,,,
297,,,,,,,,,,
298,,,,,,,,,,
299,,,,,,,,,,
300,,,,,,,,,,
301,,,,,,,,,,
302,,,,,,,,,,
303,,,,,,,,,,
304,,,,,,,,,,
305,,,,,,,,,,
306,,,,,,,,,,
307,,,,,,,,,,
308,,,,,,,,,,
309,,,,,,,,,,
310,,,,,,,,,,
311,,,,,,,,,,
312,,,,,,,,,,
313,,,,,,,,,,
314,,,,,,,,,,
315,,,,,,,,,,
316,,,,,,,,,,
317,,,,,,,,,,
318,,,,,,,,,,
319,,,,,,,,,,
320,,,,,,,,,,
321,,,,,,,,,,
322,,,,,,,,,,
323,,,,,,,,,,
324,,,,,,,,,,
325,,,,,,,,,,
326,,,,,,,,,,
327,,,,,,,,,,
328,,,,,,,,,,
329,,,,,,,,,,
330,,,,,,,,,,
331,,,,,,,,,,
332,,,,,,,,,,
333,,,,,,,,,,
334,,,,,,,,,,
335,,,,,,,,,,
336,,,,,,,,,,
337,,,,,,,,,,
338,,,,,,,,,,
339,,,,,,,,,,
340,,,,,,,,,,
341,,,,,,,,,,
342,,,,,,,,,,
343,,,,,,,,,,
344,,,,,,,,,,
345,,,,,,,,,,
346,,,,,,,,,,
347,,,,,,,,,,
348,,,,,,,,,,
349,,,,,,,,,,
350,,,,,,,,,,
351,,,,,,,,,,
352,,,,,,,,,,
353,,,,,,,,,,
354,,,,,,,,,,
355,,,,,,,,,,
356,,,,,,,,,,
357,,,,,,,,,,
358,,,,,,,,,,
359,,,,,,,,,,
360,,,,,,,,,,
361,,,,,,,,,,
362,,,,,,,,,,
363,,,,,,,,,,
364,,,,,,,,,,
365,,,,,,,,,,
366,,,,,,,,,,
367,,,,,,,,,,
368,,,,,,,,,,
369,,,,,,,,,,
370,,,,,,,,,,
371,,,,,,,,,,
372,,,,,,,,,,
373,,,,,,,,,,
374,,,,,,,,,,
375,,,,,,,,,,
376,,,,,,,,,,
377,,,,,,,,,,
378,,,,,,,,,,
379,,,,,,,,,,
380,,,,,,,,,,
381,,,,,,,,,,
382,,,,,,,,,,
383,,,,,,,,,,
384,,,,,,,,,,
385,,,,,,,,,,
386,,,,,,,,,,
387,,,,,,,,,,
388,,,,,,,,,,
389,,,,,,,,,,
390,,,,,,,,,,
391,,,,,,,,,,
392,,,,,,,,,,
393,,,,,,,,,,
394,,,,,,,,,,
395,,,,,,,,,,
396,,,,,,,,,,
397,,,,,,,,,,
398,,,,,,,,,,
399,,,,,,,,,,
400,,,,,,,,,,
401,,,,,,,,,,
402,,,,,,,,,,
403,,,,,,,,,,
404,,,,,,,,,,
405,,,,,,,,,,
406,,,,,,,,,,
407,,,,,,,,,,
408,,,,,,,,,,
409,,,,,,,,,,
410,,,,,,,,,,
411,,,,,,,,,,
412,,,,,,,,,,
413,,,,,,,,,,
414,,,,,,,,,,
415,,,,,,,,,,
416,,,,,,,,,,
417,,,,,,,,,,
418,,,,,,,,,,
419,,,,,,,,,,
420,,,,,,,,,,
421,,,,,,,,,,
422,,,,,,,,,,
423,,,,,,,,,,
424,,,,,,,,,,
425,,,,,,,,,,
426,,,,,,,,,,
427,,,,,,,,,,
428,,,,,,,,,,
429,,,,,,,,,,
430,,,,,,,,,,
431,,,,,,,,,,
432,,,,,,,,,,
433,,,,,,,,,,
434,,,,,,,,,,
435,,,,,,,,,,
436,,,,,,,,,,
437,,,,,,,,,,
438,,,,,,,,,,
439,,,,,,,,,,
440,,,,,,,,,,
441,,,,,,,,,,
442,,,,,,,,,,
443,,,,,,,,,,
444,,,,,,,,,,
445,,,,,,,,,,
446,,,,,,,,,,
447,,,,,,,,,,
448,,,,,,,,,,
449,,,,,,,,,,
450,,,,,,,,,,
451,,,,,,,,,,
452,,,,,,,,,,
453,,,,,,,,,,
454,,,,,,,,,,
455,,,,,,,,,,
456,,,,,,,,,,
457,,,,,,,,,,
458,,,,,,,,,,
459,,,,,,,,,,
460,,,,,,,,,,
461,,,,,,,,,,
462,,,,,,,,,,
463,,,,,,,,,,
464,,,,,,,,,,
465,,,,,,,,,,
466,,,,,,,,,,
467,,,,,,,,,,
468,,,,,,,,,,
469,,,,,,,,,,
470,,,,,,,,,,
471,,,,,,,,,,
472,,,,,,,,,,
473,,,,,,,,,,
474,,,,,,,,,,
475,,,,,,,,,,
476,,,,,,,,,,
477,,,,,,,,,,
478,,,,,,,,,,
479,,,,,,,,,,
480,,,,,,,,,,
481,,,,,,,,,,
482,,,,,,,,,,
483,,,,,,,,,,
484,,,,,,,,,,
485,,,,,,,,,,
486,,,,,,,,,,
487,,,,,,,,,,
488,,,,,,,,,,
489,,,,,,,,,,
490,,,,,,,,,,
491,,,,,,,,,,
492,,,,,,,,,,
493,,,,,,,,,,
494,,,,,,,,,,
495,,,,,,,,,,
496,,,,,,,,,,
497,,,,,,,,,,
498,,,,,,,,,,
499,,,,,,,,,,
500,,,,,,,,,,
501,,,,,,,,,,
502,,,,,,,,,,
503,,,,,,,,,,
504,,,,,,,,,,
505,,,,,,,,,,
506,,,,,,,,,,
507,,,,,,,,,,
508,,,,,,,,,,
509,,,,,,,,,,
510,,,,,,,,,,
511,,,,,,,,,,
512,,,,,,,,,,
513,,,,,,,,,,
514,,,,,,,,,,
515,,,,,,,,,,
516,,,,,,,,,,
517,,,,,,,,,,
518,,,,,,,,,,
519,,,,,,,,,,
520,,,,,,,,,,
521,,,,,,,,,,
522,,,,,,,,,,
523,,,,,,,,,,
524,,,,,,,,,,
525,,,,,,,,,,
526,,,,,,,,,,
527,,,,,,,,,,
528,,,,,,,,,,
529,,,,,,,,,,
530,,,,,,,,,,
531,,,,,,,,,,
532,,,,,,,,,,
533,,,,,,,,,,
534,,,,,,,,,,
535,,,,,,,,,,
536,,,,,,,,,,
537,,,,,,,,,,
538,,,,,,,,,,
539,,,,,,,,,,
540,,,,,,,,,,
541,,,,,,,,,,
542,,,,,,,,,,
543,,,,,,,,,,
544,,,,,,,,,,
545,,,,,,,,,,
546,,,,,,,,,,
547,,,,,,,,,,
548,,,,,,,,,,
549,,,,,,,,,,
550,,,,,,,,,,
551,,,,,,,,,,
552,,,,,,,,,,
553,,,,,,,,,,
554,,,,,,,,,,
555,,,,,,,,,,
556,,,,,,,,,,
557,,,,,,,,,,
558,,,,,,,,,,
559,,,,,,,,,,
560,,,,,,,,,,
561,,,,,,,,,,
562,,,,,,,,,,
563,,,,,,,,,,
564,,,,,,,,,,
565,,,,,,,,,,
566,,,,,,,,,,
567,,,,,,,,,,
568,,,,,,,,,,
569,,,,,,,,,,
570,,,,,,,,,,
571,,,,,,,,,,
572,,,,,,,,,,
573,,,,,,,,,,
574,,,,,,,,,,
575,,,,,,,,,,
576,,,,,,,,,,
577,,,,,,,,,,
578,,,,,,,,,,
579,,,,,,,,,,
580,,,,,,,,,,
581,,,,,,,,,,
582,,,,,,,,,,
583,,,,,,,,,,
584,,,,,,,,,,
585,,,,,,,,,,
586,,,,,,,,,,
587,,,,,,,,,,
588,,,,,,,,,,
589,,,,,,,,,,
590,,,,,,,,,,
591,,,,,,,,,,
592,,,,,,,,,,
593,,,,,,,,,,
594,,,,,,,,,,
595,,,,,,,,,,
596,,,,,,,,,,
597,,,,,,,,,,
598,,,,,,,,,,
599,,,,,,,,,,
600,,,,,,,,,,
601,,,,,,,,,,
602,,,,,,,,,,
603,,,,,,,,,,
604,,,,,,,,,,
605,,,,,,,,,,
606,,,,,,,,,,
607,,,,,,,,,,
608,,,,,,,,,,
609,,,,,,,,,,
610,,,,,,,,,,
611,,,,,,,,,,
612,,,,,,,,,,
613,,,,,,,,,,
614,,,,,,,,,,
615,,,,,,,,,,
616,,,,,,,,,,
617,,,,,,,,,,
618,,,,,,,,,,
619,,,,,,,,,,
620,,,,,,,,,,
621,,,,,,,,,,
622,,,,,,,,,,
623,,,,,,,,,,
624,,,,,,,,,,
625,,,,,,,,,,
626,,,,,,,,,,
627,,,,,,,,,,
628,,,,,,,,,,
629,,,,,,,,,,
630,,,,,,,,,,
631,,,,,,,,,,
632,,,,,,,,,,
633,,,,,,,,,,
634,,,,,,,,,,
635,,,,,,,,,,
636,,,,,,,,,,
637,,,,,,,,,,
638,,,,,,,,,,
639,,,,,,,,,,
640,,,,,,,,,,
641,,,,,,,,,,
642,,,,,,,,,,
643,,,,,,,,,,
644,,,,,,,,,,
645,,,,,,,,,,
646,,,,,,,,,,
647,,,,,,,,,,
648,,,,,,,,,,
649,,,,,,,,,,
650,,,,,,,,,,
651,,,,,,,,,,
652,,,,,,,,,,
653,,,,,,,,,,
654,,,,,,,,,,
655,,,,,,,,,,
656,,,,,,,,,,
657,,,,,,,,,,
658,,,,,,,,,,
659,,,,,,,,,,
660,,,,,,,,,,
661,,,,,,,,,,
662,,,,,,,,,,
663,,,,,,,,,,
664,,,,,,,,,,
665,,,,,,,,,,
666,,,,,,,,,,
667,,,,,,,,,,
668,,,,,,,,,,
669,,,,,,,,,,
670,,,,,,,,,,
671,,,,,,,,,,
672,,,,,,,,,,
673,,,,,,,,,,
674,,,,,,,,,,
675,,,,,,,,,,
676,,,,,,,,,,
677,,,,,,,,,,
678,,,,,,,,,,
679,,,,,,,,,,
680,,,,,,,,,,
681,,,,,,,,,,
682,,,,,,,,,,
683,,,,,,,,,,
684,,,,,,,,,,
685,,,,,,,,,,
686,,,,,,,,,,
687,,,,,,,,,,
688,,,,,,,,,,
689,,,,,,,,,,
690,,,,,,,,,,
691,,,,,,,,,,
692,,,,,,,,,,
693,,,,,,,,,,
694,,,,,,,,,,
695,,,,,,,,,,
696,,,,,,,,,,
697,,,,,,,,,,
698,,,,,,,,,,
699,,,,,,,,,,
700,,,,,,,,,,
701,,,,,,,,,,
702,,,,,,,,,,
703,,,,,,,,,,
704,,,,,,,,,,
705,,,,,,,,,,
706,,,,,,,,,,
707,,,,,,,,,,
708,,,,,,,,,,
709,,,,,,,,,,
710,,,,,,,,,,
711,,,,,,,,,,
712,,,,,,,,,,
713,,,,,,,,,,
714,,,,,,,,,,
715,,,,,,,,,,
716,,,,,,,,,,
717,,,,,,,,,,
718,,,,,,,,,,
719,,,,,,,,,,
720,,,,,,,,,,
721,,,,,,,,,,
722,,,,,,,,,,
723,,,,,,,,,,
724,,,,,,,,,,
725,,,,,,,,,,
726,,,,,,,,,,
727,,,,,,,,,,
728,,,,,,,,,,
729,,,,,,,,,,
730,,,,,,,,,,
731,,,,,,,,,,
732,,,,,,,,,,
733,,,,,,,,,,
734,,,,,,,,,,
735,,,,,,,,,,
736,,,,,,,,,,
737,,,,,,,,,,
738,,,,,,,,,,
739,,,,,,,,,,
740,,,,,,,,,,
741,,,,,,,,,,
742,,,,,,,,,,
743,,,,,,,,,,
744,,,,,,,,,,
745,,,,,,,,,,
746,,,,,,,,,,
747,,,,,,,,,,
748,,,,,,,,,,
749,,,,,,,,,,
750,,,,,,,,,,
751,,,,,,,,,,
752,,,,,,,,,,
753,,,,,,,,,,
754,,,,,,,,,,
755,,,,,,,,,,
756,,,,,,,,,,
757,,,,,,,,,,
758,,,,,,,,,,
759,,,,,,,,,,
760,,,,,,,,,,
761,,,,,,,,,,
762,,,,,,,,,,
763,,,,,,,,,,
764,,,,,,,,,,
765,,,,,,,,,,
766,,,,,,,,,,
767,,,,,,,,,,
768,,,,,,,,,,
769,,,,,,,,,,
770,,,,,,,,,,
771,,,,,,,,,,
772,,,,,,,,,,
773,,,,,,,,,,
774,,,,,,,,,,
775,,,,,,,,,,
776,,,,,,,,,,
777,,,,,,,,,,
778,,,,,,,,,,
779,,,,,,,,,,
780,,,,,,,,,,
781,,,,,,,,,,
782,,,,,,,,,,
783,,,,,,,,,,
784,,,,,,,,,,
785,,,,,,,,,,
786,,,,,,,,,,
787,,,,,,,,,,
788,,,,,,,,,,
789,,,,,,,,,,
790,,,,,,,,,,
791,,,,,,,,,,
792,,,,,,,,,,
793,,,,,,,,,,
794,,,,,,,,,,
795,,,,,,,,,,
796,,,,,,,,,,
797,,,,,,,,,,
798,,,,,,,,,,
799,,,,,,,,,,
800,,,,,,,,,,
801,,,,,,,,,,
802,,,,,,,,,,
803,,,,,,,,,,
804,,,,,,,,,,
805,,,,,,,,,,
806,,,,,,,,,,
807,,,,,,,,,,
808,,,,,,,,,,
809,,,,,,,,,,
810,,,,,,,,,,
811,,,,,,,,,,
812,,,,,,,,,,
813,,,,,,,,,,
814,,,,,,,,,,
815,,,,,,,,,,
816,,,,,,,,,,
817,,,,,,,,,,
818,,,,,,,,,,
819,,,,,,,,,,
820,,,,,,,,,,
821,,,,,,,,,,
822,,,,,,,,,,
823,,,,,,,,,,
824,,,,,,,,,,
